source_object_type	source_object	source_field	target_object_type	target_object	target_field	relationship	line_no	line_relation_seq	line_content	confidence
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_SELECT_MAP	633	1	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	634	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_SELECT_MAP	634	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	635	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_SELECT_MAP	635	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	VARIABLE	RPT.PR_TEST_DEMO	p_product_type	SELECT_EXPR	636	0	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_SELECT_MAP	636	1	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	VARIABLE	RPT.PR_TEST_DEMO	p_deal_type	SELECT_EXPR	637	0	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_SELECT_MAP	637	1	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	VARIABLE	RPT.PR_TEST_DEMO	cv_event_id	SELECT_EXPR	638	0	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_SELECT_MAP	638	1	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	VARIABLE	RPT.PR_TEST_DEMO	cv_sequence_number	SELECT_EXPR	639	0	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_SELECT_MAP	639	1	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'OPTION_STYLE'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	640	0	                'OPTION_STYLE',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'OPTION_STYLE'	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_SELECT_MAP	640	1	                'OPTION_STYLE',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_option_style	VARIABLE	RPT.PR_TEST_DEMO	cv_option_style	SELECT_EXPR	641	0	                COALESCE(cv_option_style, '')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:''	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	641	1	                COALESCE(cv_option_style, '')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_option_style	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_SELECT_MAP	641	2	                COALESCE(cv_option_style, '')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:''	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_SELECT_MAP	641	3	                COALESCE(cv_option_style, '')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	COALESCE	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	FUNCTION_EXPR_MAP	641	4	                COALESCE(cv_option_style, '')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P		INSERT_TABLE	644	0	            INSERT INTO TEMP.TEST_EVENT_DETAIL_P	REGEX
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_TARGET_COL	646	0	                ACTIVE_FLAG,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_TARGET_COL	647	0	                CREATION_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_TARGET_COL	648	0	                AS_OF_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_TARGET_COL	649	0	                PRODUCT_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_TARGET_COL	650	0	                DEAL_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_TARGET_COL	651	0	                EVENT_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_TARGET_COL	652	0	                SEQUENCE_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_TARGET_COL	653	0	                FIELD_NAME,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_TARGET_COL	654	0	                FIELD_VALUE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	658	0	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_SELECT_MAP	658	1	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	659	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_SELECT_MAP	659	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	660	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_SELECT_MAP	660	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	VARIABLE	RPT.PR_TEST_DEMO	p_product_type	SELECT_EXPR	661	0	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_SELECT_MAP	661	1	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	VARIABLE	RPT.PR_TEST_DEMO	p_deal_type	SELECT_EXPR	662	0	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_SELECT_MAP	662	1	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	VARIABLE	RPT.PR_TEST_DEMO	cv_event_id	SELECT_EXPR	663	0	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_SELECT_MAP	663	1	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	VARIABLE	RPT.PR_TEST_DEMO	cv_sequence_number	SELECT_EXPR	664	0	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_SELECT_MAP	664	1	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'KNOCK_IN_FLAG'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	665	0	                'KNOCK_IN_FLAG',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'KNOCK_IN_FLAG'	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_SELECT_MAP	665	1	                'KNOCK_IN_FLAG',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_knock_in_flag	VARIABLE	RPT.PR_TEST_DEMO	cv_knock_in_flag	SELECT_EXPR	666	0	                COALESCE(cv_knock_in_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'N'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	666	1	                COALESCE(cv_knock_in_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_knock_in_flag	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_SELECT_MAP	666	2	                COALESCE(cv_knock_in_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'N'	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_SELECT_MAP	666	3	                COALESCE(cv_knock_in_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	COALESCE	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	FUNCTION_EXPR_MAP	666	4	                COALESCE(cv_knock_in_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P		INSERT_TABLE	669	0	            INSERT INTO TEMP.TEST_EVENT_DETAIL_P	REGEX
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_TARGET_COL	671	0	                ACTIVE_FLAG,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_TARGET_COL	672	0	                CREATION_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_TARGET_COL	673	0	                AS_OF_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_TARGET_COL	674	0	                PRODUCT_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_TARGET_COL	675	0	                DEAL_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_TARGET_COL	676	0	                EVENT_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_TARGET_COL	677	0	                SEQUENCE_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_TARGET_COL	678	0	                FIELD_NAME,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_TARGET_COL	679	0	                FIELD_VALUE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	683	0	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_SELECT_MAP	683	1	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	684	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_SELECT_MAP	684	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	685	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_SELECT_MAP	685	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	VARIABLE	RPT.PR_TEST_DEMO	p_product_type	SELECT_EXPR	686	0	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_SELECT_MAP	686	1	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	VARIABLE	RPT.PR_TEST_DEMO	p_deal_type	SELECT_EXPR	687	0	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_SELECT_MAP	687	1	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	VARIABLE	RPT.PR_TEST_DEMO	cv_event_id	SELECT_EXPR	688	0	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_SELECT_MAP	688	1	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	VARIABLE	RPT.PR_TEST_DEMO	cv_sequence_number	SELECT_EXPR	689	0	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_SELECT_MAP	689	1	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'KNOCK_OUT_FLAG'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	690	0	                'KNOCK_OUT_FLAG',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'KNOCK_OUT_FLAG'	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_SELECT_MAP	690	1	                'KNOCK_OUT_FLAG',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_knock_out_flag	VARIABLE	RPT.PR_TEST_DEMO	cv_knock_out_flag	SELECT_EXPR	691	0	                COALESCE(cv_knock_out_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'N'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	691	1	                COALESCE(cv_knock_out_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_knock_out_flag	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_SELECT_MAP	691	2	                COALESCE(cv_knock_out_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'N'	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_SELECT_MAP	691	3	                COALESCE(cv_knock_out_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	COALESCE	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	FUNCTION_EXPR_MAP	691	4	                COALESCE(cv_knock_out_flag, 'N')	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P		INSERT_TABLE	694	0	            INSERT INTO TEMP.TEST_EVENT_DETAIL_P	REGEX
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_TARGET_COL	696	0	                ACTIVE_FLAG,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_TARGET_COL	697	0	                CREATION_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_TARGET_COL	698	0	                AS_OF_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_TARGET_COL	699	0	                PRODUCT_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_TARGET_COL	700	0	                DEAL_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_TARGET_COL	701	0	                EVENT_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_TARGET_COL	702	0	                SEQUENCE_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_TARGET_COL	703	0	                FIELD_NAME,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_TARGET_COL	704	0	                FIELD_VALUE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	708	0	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_SELECT_MAP	708	1	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	709	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_SELECT_MAP	709	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	710	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_SELECT_MAP	710	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	VARIABLE	RPT.PR_TEST_DEMO	p_product_type	SELECT_EXPR	711	0	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_SELECT_MAP	711	1	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	VARIABLE	RPT.PR_TEST_DEMO	p_deal_type	SELECT_EXPR	712	0	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_SELECT_MAP	712	1	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	VARIABLE	RPT.PR_TEST_DEMO	cv_event_id	SELECT_EXPR	713	0	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_SELECT_MAP	713	1	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	VARIABLE	RPT.PR_TEST_DEMO	cv_sequence_number	SELECT_EXPR	714	0	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_SELECT_MAP	714	1	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'EXPIRY_DATE'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	715	0	                'EXPIRY_DATE',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'EXPIRY_DATE'	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_SELECT_MAP	715	1	                'EXPIRY_DATE',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_expiry_date	VARIABLE	RPT.PR_TEST_DEMO	cv_expiry_date	SELECT_EXPR	716	0	                CASE WHEN cv_expiry_date IS NULL THEN '' ELSE CHAR(cv_expiry_date) END	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:''	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	716	1	                CASE WHEN cv_expiry_date IS NULL THEN '' ELSE CHAR(cv_expiry_date) END	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_expiry_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_SELECT_MAP	716	2	                CASE WHEN cv_expiry_date IS NULL THEN '' ELSE CHAR(cv_expiry_date) END	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:''	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_SELECT_MAP	716	3	                CASE WHEN cv_expiry_date IS NULL THEN '' ELSE CHAR(cv_expiry_date) END	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CHAR	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	FUNCTION_EXPR_MAP	716	4	                CASE WHEN cv_expiry_date IS NULL THEN '' ELSE CHAR(cv_expiry_date) END	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P		INSERT_TABLE	719	0	            INSERT INTO TEMP.TEST_EVENT_DETAIL_P	REGEX
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_TARGET_COL	721	0	                ACTIVE_FLAG,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_TARGET_COL	722	0	                CREATION_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_TARGET_COL	723	0	                AS_OF_DATE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_TARGET_COL	724	0	                PRODUCT_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_TARGET_COL	725	0	                DEAL_TYPE,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_TARGET_COL	726	0	                EVENT_ID,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_TARGET_COL	727	0	                SEQUENCE_NUMBER,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_TARGET_COL	728	0	                FIELD_NAME,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO		TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_VALUE	INSERT_TARGET_COL	729	0	                FIELD_VALUE	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	733	0	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'A'	TABLE	TEMP.TEST_EVENT_DETAIL_P	ACTIVE_FLAG	INSERT_SELECT_MAP	733	1	                'A',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	734	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	CREATION_DATE	INSERT_SELECT_MAP	734	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	VARIABLE	RPT.PR_TEST_DEMO	ld_biz_date	SELECT_EXPR	735	0	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	ld_biz_date	TABLE	TEMP.TEST_EVENT_DETAIL_P	AS_OF_DATE	INSERT_SELECT_MAP	735	1	                ld_biz_date,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	VARIABLE	RPT.PR_TEST_DEMO	p_product_type	SELECT_EXPR	736	0	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_product_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	PRODUCT_TYPE	INSERT_SELECT_MAP	736	1	                p_product_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	VARIABLE	RPT.PR_TEST_DEMO	p_deal_type	SELECT_EXPR	737	0	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	p_deal_type	TABLE	TEMP.TEST_EVENT_DETAIL_P	DEAL_TYPE	INSERT_SELECT_MAP	737	1	                p_deal_type,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	VARIABLE	RPT.PR_TEST_DEMO	cv_event_id	SELECT_EXPR	738	0	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_event_id	TABLE	TEMP.TEST_EVENT_DETAIL_P	EVENT_ID	INSERT_SELECT_MAP	738	1	                cv_event_id,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	VARIABLE	RPT.PR_TEST_DEMO	cv_sequence_number	SELECT_EXPR	739	0	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	cv_sequence_number	TABLE	TEMP.TEST_EVENT_DETAIL_P	SEQUENCE_NUMBER	INSERT_SELECT_MAP	739	1	                cv_sequence_number,	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'EXERCISE_DATE'	UNKNOWN	UNKNOWN_SELECT_EXPR		SELECT_EXPR	740	0	                'EXERCISE_DATE',	PARSER
PROCEDURE	RPT.PR_TEST_DEMO	CONSTANT:'EXERCISE_DATE'	TABLE	TEMP.TEST_EVENT_DETAIL_P	FIELD_NAME	INSERT_SELECT_MAP	740	1	                'EXERCISE_DATE',	PARSER
